Categoria,Subcategoria,Actividad
B.2. Protección y restauración de la biodiversidad y los ecosistemas,"B.2.2. Agricultura, forestal y otros usos sostenibles del suelo.",B.2.2.5. Nivelación de suelos para la optimización del uso del agua en la agricultura bajo riego.
B.2. Protección y restauración de la biodiversidad y los ecosistemas,B.2.3. Ecosistemas marinos costeros. Siempre califican como economía azul sostenible.,B.2.3.1. Prevención de vertimientos/ contaminación al océano o a otros ecosistemas marinos.
B.2. Protección y restauración de la biodiversidad y los ecosistemas,B.2.3. Ecosistemas marinos costeros. Siempre califican como economía azul sostenible.,"B.2.3.2. Conservación y/o restauración de manglares, pastos marinos y/o arrecifes de coral. Siempre califican como economía azul sostenible."
B.2. Protección y restauración de la biodiversidad y los ecosistemas,B.2.3. Ecosistemas marinos costeros. Siempre califican como economía azul sostenible.,B.2.3.3. Ecoturismo costero y/ marino.
B.2. Protección y restauración de la biodiversidad y los ecosistemas,B.2.3. Ecosistemas marinos costeros. Siempre califican como economía azul sostenible.,B.2.3.4. Industria pesquera y acuicultura.
B.3. Prevención y control de la contaminación,B.3.1. Aire.,B.3.1.1.Inversión en instalaciones nuevas o existentes de sistemas de tratamiento o filtración de emisiones. Sistema de lavadores de gases /tratamiento para control de contaminación del aire.
B.3. Prevención y control de la contaminación,B.3.1. Aire.,B.3.1.2. Estaciones de monitoreo de la calidad del aire.
B.3. Prevención y control de la contaminación,B.3.2. Control de la contaminación industrial. Economía azul sostenible: Clasifica cuando genere un impacto positivo sobre el océano o ecosistema costero.,"B.3.2.1. Reducción de contaminantes líquidos, sólidos y atmosféricos de la industria."
B.3. Prevención y control de la contaminación,B.3.3. Gestión de Residuos. Economía azul sostenible: Clasifica cuando genere un impacto positivo sobre el océano o ecosistema costero.,"B.3.3.1. Sistemas de recolección, transporte, transferencia, clasificación, reciclaje, reúso o disposición final de residuos sólidos. "
B.3. Prevención y control de la contaminación,B.3.3. Gestión de Residuos. Economía azul sostenible: Clasifica cuando genere un impacto positivo sobre el océano o ecosistema costero.,B.3.3.2. Sistemas de recolección de residuos plásticos en océanos u otros cuerpos de agua receptor.
B.3. Prevención y control de la contaminación,B.3.3. Gestión de Residuos. Economía azul sostenible: Clasifica cuando genere un impacto positivo sobre el océano o ecosistema costero.,"B.3.3.3. Actividades de economía circular orientadas a la reducción, rediseño, reúso de materiales/residuos (i.e. construcción, infraestructura, procesos industriales, entre otros)."
B.4. Otros temas transversales de medio ambiente y biodiversidad,B.4.1. Fortalecimiento Institucional.,"B.4.1.1. Manejo sostenible de recursos naturales (e.g. ecosistemas, recursos hídricos, bosques, suelos, recursos pesqueros, biodiversidad, etc.)."
B.4. Otros temas transversales de medio ambiente y biodiversidad,B.4.1. Fortalecimiento Institucional.,B.4.1.2. Ordenamiento territorial y planificación urbana orientada al uso sostenible de recursos y energía.
B.4. Otros temas transversales de medio ambiente y biodiversidad,B.4.1. Fortalecimiento Institucional.,B.4.1.3. Otros temas de protección de recursos naturales y conservación de la biodiversidad. 
B.4. Otros temas transversales de medio ambiente y biodiversidad,B.4.1. Fortalecimiento Institucional.,B.4.1.4. Apoyo presupuestario específico a las autoridades nacionales o locales para la aplicación de política de puesta en valor del capital natural o conservación de la biodiversidad.
B.4. Otros temas transversales de medio ambiente y biodiversidad,"B.4.2. Apoyo presupuestario, incentivos y compensación.",B.4.2.1. Generación y/o pago por servicios ecosistémicos.
B.4. Otros temas transversales de medio ambiente y biodiversidad,B.4.3. Capacidades y gestión del conocimiento.,B.4.3.1. Otros temas de protección de recursos naturales y conservación de la biodiversidad.
M.1. Energía,"M.1.1. Generación de energía renovable. Economía Azul Sostenible: Clasifica cuando se trate de energías renovables marinas, tales como: eólica marina, fotovoltaica solar flotante, mareomotriz, térmica oceánica, gradiente salino y undimotriz.","M.1.1.1. Generación de energía renovable con bajas emisiones de GEI para suministrar electricidad, calefacción, energía mecánica o refrigeración."
M.1. Energía,"M.1.1. Generación de energía renovable. Economía Azul Sostenible: Clasifica cuando se trate de energías renovables marinas, tales como: eólica marina, fotovoltaica solar flotante, mareomotriz, térmica oceánica, gradiente salino y undimotriz.","M.1.1.2. Uso conjunto de energías renovables y combustibles fósiles para el suministro de electricidad, calor, energía mecánica o refrigeración."
M.1. Energía,M.1.2. Energía con bajas emisiones de carbono.,"M.1.2.1. Producción, almacenamiento o uso de hidrógeno con bajas emisiones de carbono. Economía Azul Sostenible: Clasifica cuando el hidrógeno es generado a partir de agua de mar o acuíferos costeros."
M.1. Energía,M.1.2. Energía con bajas emisiones de carbono.,"M.1.2.2. Instalaciones existentes - Desplazamiento de combustibles fósiles con altos contenidos de carbono por combustibles y fuentes de energía con bajas emisiones de carbono para suministrar electricidad, calor, energía mecánica o refrigeración."
M.1. Energía,M.1.2. Energía con bajas emisiones de carbono.,"M.1.2.3. Uso de gases residuales como materia prima o combustible para suministrar electricidad, calor, energía mecánica o refrigeración."
M.1. Energía,M.1.3. Almacenamiento de energía y estabilidad de la red.,M.1.3.1. Almacenamiento de energía o medidas para mejorar la estabilidad de la red que incremente la participación de energía en el sistema con bajas emisiones de carbono.
M.1. Energía,M.1.4. Transporte de energía.,M.1.4.1. Nueva infraestructura de transmisión o distribución que aumenta la participación de electricidad de bajas emisiones de carbono.
M.1. Energía,M.1.4. Transporte de energía.,M.1.4.2. Sistemas de alta eficiencia energética para la transmisión o distribución de energía para refrigeración o calefacción.
M.1. Energía,M.1.4. Transporte de energía.,"M.1.4.3. Mejora de la eficiencia energética en instalaciones existentes o reducción de las emisiones de CO2e en los sistemas existentes de transmisión o distribución de electricidad, calor o gas."
M.1. Energía,M.1.4. Transporte de energía.,"M.1.4.4. Reducción de pérdidas técnicas en la transmisión y distribución de electricidad, calor o gas; o medidas destinadas a la gestión de la demanda."
M.1. Energía,M.1.5. Emisiones fugitivas.,M.1.5.1. Reducción de las emisiones fugitivas de GEI en infraestructuras existentes de transporte o almacenamiento de energía.
M.2. Minería y producción metalúrgica para la acción climática,M.2.1. Minería para la acción climática.,M.2.1.1. Proyectos que apoyen la extracción de minerales de uso frecuente o críticos para la energía renovable; tecnologías que aumenten la eficiencia energética; u otras tecnologías bajas en carbono o materiales y productos con bajas emisiones de GEI incorporadas.
M.2. Minería y producción metalúrgica para la acción climática,M.2.2. Producción metalúrgica para la acción climática.,M.2.2.1. Proyectos que apoyen la producción de metales o aleaciones de uso frecuente o críticos para la energía renovable; tecnologías que aumenten la eficiencia energética; u otras tecnologías bajas en carbono o materiales y productos con bajas emisiones de GEI.
M.3. Manufactura,"M.3.1. Eficiencia energética y de carbono.Economía Azul Sostenible: Clasifica cuando se mejore la eficiencia energética en infraestructura y sectores económicos asociados con la zona costera y/o el mar (i.e. puertos, etc.).",M.3.1.1. Mejora de la eficiencia energética en instalaciones existentes.
M.3. Manufactura,"M.3.1. Eficiencia energética y de carbono.Economía Azul Sostenible: Clasifica cuando se mejore la eficiencia energética en infraestructura y sectores económicos asociados con la zona costera y/o el mar (i.e. puertos, etc.).",M.3.1.2. Nuevas instalaciones de manufactura altamente eficientes o con bajas emisiones de carbono; o equipos o líneas de producción en industrias existentes.
M.3. Manufactura,"M.3.1. Eficiencia energética y de carbono.Economía Azul Sostenible: Clasifica cuando se mejore la eficiencia energética en infraestructura y sectores económicos asociados con la zona costera y/o el mar (i.e. puertos, etc.).","M.3.1.3. Modernización de la infraestructura industrial existente que permita evitar los GEI industriales, un cambio a GEI industriales con menor potencial de calentamiento global, o implementar tecnologías o prácticas que minimicen las fugas de GEI."
M.3. Manufactura,"M.3.1. Eficiencia energética y de carbono.Economía Azul Sostenible: Clasifica cuando se mejore la eficiencia energética en infraestructura y sectores económicos asociados con la zona costera y/o el mar (i.e. puertos, etc.).","M.3.1.4. Mejoras en los procesos industriales existentes, nuevos procesos o soluciones tecnológicas de fabricación avanzadas, que conduzcan a una reducción del consumo o a una reducción en el desperdicio de recursos no energéticos mediante cambios en los procesos o en los insumos de los procesos."
M.3. Manufactura,M.3.2. Generación de energía con bajas emisiones de carbono.,"M.3.2.1. Conversión de sistemas existentes basados en un tipo de energía a sistemas de generación conjunta o suministro para el uso de electricidad, calor, energía mecánica, refrigeración o desalinización."
M.3. Manufactura,M.3.2. Generación de energía con bajas emisiones de carbono.,M.3.2.2. Producción o uso de hidrógeno bajo en carbono.
M.3. Manufactura,M.3.2. Generación de energía con bajas emisiones de carbono.,"M.3.2.3. Uso de gases residuales como materia prima o como combustible para suministrar electricidad, calor, energía mecánica o refrigeración."
M.3. Manufactura,M.3.3. Electrificación.,"M.3.3.1. Sustitución de equipos o procesos basados en combustibles fósiles por alternativas eléctricas en instalaciones industriales existentes. Economía Azul Sostenible: Clasifica cuando contribuya a reducir, de forma demostrable, el impacto de los combustibles fósiles sobre ecosistemas marinos."
M.3. Manufactura,M.3.4. Almacenamiento de energía.,M.3.4.1. Almacenamiento de energía o soluciones inteligentes a escala industrial para aumentar la integración de energía baja en emisiones de carbono o el uso de energía previamente desperdiciada.
M.3. Manufactura,M.3.5. Apoyo al desarrollo bajo en carbono.,"M.3.5.1. Proyectos que apoyen la producción de componentes, equipos o infraestructuras dedicadas exclusivamente a la utilización de energías renovables, la mejora de la eficiencia energética u otras tecnologías bajas en carbono."
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.1. Agricultura: eficiencia energética, secuestro de carbono, reducción de emisiones de GEI.",M.4.1.1. Reducción del consumo de energía en las operaciones.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.1. Agricultura: eficiencia energética, secuestro de carbono, reducción de emisiones de GEI.",M.4.1.2. Proyectos agrícolas que contribuyan a aumentar los stocks de carbono en el suelo o a evitar la pérdida de carbono del suelo a través de medidas de control de la erosión.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.1. Agricultura: eficiencia energética, secuestro de carbono, reducción de emisiones de GEI.",M.4.1.3. Reducción de las emisiones de gases de efecto invernadero distintas de CO2 derivadas de prácticas o tecnologías agrícolas.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.2. Ganadería: reducción de emisiones de GEI, secuestro de carbono.",M.4.2.1. Proyectos que reduzcan las emisiones de metano u otras emisiones de GEI de la ganadería.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.2. Ganadería: reducción de emisiones de GEI, secuestro de carbono.",M.4.2.2. Proyectos ganaderos que mejoran el secuestro de carbono a través de la gestión de pastizales.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca",M.4.3. Silvicultura: reducción de las emisiones de GEI y secuestro de carbono.,"M.4.3.1. Proyectos forestales o agroforestales que secuestran carbono mediante una gestión forestal sostenible, evitando la deforestación o la degradación de la tierra."
"M.4. Agricultura, silvicultura y uso de la tierra y pesca",M.4.4. Hábitats marinos y otros hábitats acuáticos: reducción de emisiones de GEI. Economía Azul Sostenible: Clasifica cuando sean proyectos que involucren hábitats o ecosistemas marino-costeros.,M.4.4.1. Proyectos que reduzcan las emisiones de GEI derivadas de la degradación de los ecosistemas marinos u otros ecosistemas acuáticos.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca","M.4.5. Pesca y acuicultura: reducción de emisiones de GEI. Economía Azul Sostenible: Clasifica si se trata de proyectos de pesca o maricultura localizados en el mar, lagunas costeras, estuarios o ciénagas.",M.4.5.1. Proyectos que reduzcan la intensidad de CO2e en la pesca o en la acuicultura.
"M.4. Agricultura, silvicultura y uso de la tierra y pesca",M.4.6. Alimentación y dieta: eficiencia en el uso de los recursos.,"M.4.6.1. Proyectos que reduzcan las pérdidas o el desperdicio de alimentos, o que fomenten dietas bajas en carbono."
"M.4. Agricultura, silvicultura y uso de la tierra y pesca",M.4.7. Reducción de GEI mediante la producción de biomateriales.,M.4.7.1. Proyectos que contribuyan a la reducción de emisiones de GEI mediante la producción de biomateriales/bioenergía a partir de biomasa.
M.5. Suministro de agua y manejo de aguas residuales,"M.5.1. Suministro de agua: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.",M.5.1.1. Mejora de la eficiencia energética en sistemas existentes de suministro de agua mediante el despliegue de tecnologías o equipos de bajo consumo energético; la promoción de mejores prácticas de auditoría; o la reducción de pérdidas de agua.
M.5. Suministro de agua y manejo de aguas residuales,"M.5.1. Suministro de agua: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.","M.5.1.2. Proyectos nuevos o existentes de suministro de agua, bajos en carbono que reemplacen el uso de cisternas o mecanismos rudimentarios de acopio de agua por un sistema de servicio de suministro de agua por tuberías."
M.5. Suministro de agua y manejo de aguas residuales,"M.5.1. Suministro de agua: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.",M.5.1.3. Nuevos proyectos de suministro de agua que cumplan con altos estándares de eficiencia energética o que hagan uso de la gestión de la demanda.
M.5. Suministro de agua y manejo de aguas residuales,"M.5.1. Suministro de agua: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.","M.5.1.4. Proyectos de suministro de agua en zonas nuevas o existentes que promuevan una mejor operación y mantenimiento para reducir las pérdidas de agua, fomentar el ahorro de energía o cumplir o superar los objetivos de tratamiento de aguas residuales."
M.5. Suministro de agua y manejo de aguas residuales,"M.5.2. Gestión de aguas residuales: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.","M.5.2.1. Proyectos nuevos que reduzcan las emisiones de metano u óxido nitroso mediante la recogida y el tratamiento de aguas residuales, estiércol o residuos sépticos."
M.5. Suministro de agua y manejo de aguas residuales,"M.5.2. Gestión de aguas residuales: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.",M.5.2.2. Proyectos de aguas residuales en instalaciones existentes que reduzcan emisiones mediante mejoras de la eficiencia energética o de los objetivos de tratamiento.
M.5. Suministro de agua y manejo de aguas residuales,"M.5.2. Gestión de aguas residuales: reducción de emisiones de GEI, eficiencia energética y gestión de la demanda.","M.5.2.3. Proyectos de mejora de letrinas o recogida de aguas residuales, estiércol o residuos sépticos en instalaciones nuevas o existentes."
M.5. Suministro de agua y manejo de aguas residuales,M.5.3. Uso eficiente de las aguas residuales.,M.5.3.1. Reutilización de aguas residuales.
M.6. Manejo y gestión de residuos sólidos,"M.6.1. Recolección, transporte, almacenamiento y transferencia de residuos.",M.6.1.1. Recogida selectiva y transporte de fracciones de residuos segregados en origen.
M.6. Manejo y gestión de residuos sólidos,"M.6.1. Recolección, transporte, almacenamiento y transferencia de residuos.","M.6.1.2. Almacenamiento temporal, aumento de volumen o transferencia de fracciones de residuos recogidas por separado y separadas en origen."
M.6. Manejo y gestión de residuos sólidos,M.6.2. Reutilización de productos y recuperación de materiales a partir de residuos sólidos.,M.6.2.1. Reparación y reacondicionamiento de productos o componentes de productos para permitir su reutilización.
M.6. Manejo y gestión de residuos sólidos,M.6.2. Reutilización de productos y recuperación de materiales a partir de residuos sólidos.,M.6.2.2. Recuperación de materiales a partir de residuos recogidos selectivamente mediante procesos mecánicos.
M.6. Manejo y gestión de residuos sólidos,M.6.2. Reutilización de productos y recuperación de materiales a partir de residuos sólidos.,M.6.2.3. Recuperación de materiales a partir de residuos recogidos selectivamente o preclasificados mediante procesos no mecánicos.
M.6. Manejo y gestión de residuos sólidos,M.6.3. Recuperación y valorización de biorresiduos.,M.6.3.1. Digestión anaeróbica de biorresiduos recogidos selectivamente.
M.6. Manejo y gestión de residuos sólidos,M.6.3. Recuperación y valorización de biorresiduos.,M.6.3.2. Compostaje de biorresiduos recogidos selectivamente.
M.6. Manejo y gestión de residuos sólidos,M.6.3. Recuperación y valorización de biorresiduos.,M.6.3.3. Otros tipos de recuperación y valorización de biorresiduos.
M.6. Manejo y gestión de residuos sólidos,M.6.4. Tratamiento de residuos mezclados.,M.6.4.1. Tratamiento mecánico o biológico de residuos mixtos.
M.6. Manejo y gestión de residuos sólidos,M.6.4. Tratamiento de residuos mezclados.,"M.6.4.2. Incineración de residuos con recuperación de energía (conversión de residuos en energía) a partir de residuos residuales mixtos, RDF (Combustible Derivado de Residuos), o SRF (Combustible Sólido Recuperado)."
M.6. Manejo y gestión de residuos sólidos,"M.6.5. Captura, reducción y utilización de gases de relleno sanitario/vertedero.","M.6.5.1. Captura, reducción o utilización de gases de relleno sanitario como parte del cierre de antiguos vertederos, celdas de vertederos o botaderos."
M.6. Manejo y gestión de residuos sólidos,"M.6.5. Captura, reducción y utilización de gases de relleno sanitario/vertedero.","M.6.5.2. Captura, reducción o utilización de gases de relleno sanitario en nuevos rellenos sanitarios o celdas de rellenos sanitarios existentes."
M.6. Manejo y gestión de residuos sólidos,M.6.6. Eficiencia energética.,M.6.6.1. Proyectos en instalaciones existentes destinados a mejorar la eficiencia energética en instalaciones de gestión de residuos.
M.7. Transporte,M.7.1. Transporte urbano y rural.,M.7.1.1. Proyectos de transporte público urbano y rural.
M.7. Transporte,M.7.1. Transporte urbano y rural.,M.7.1.2. Transporte no motorizado (TNM) o sistemas para compartir bicicletas.
M.7. Transporte,M.7.2. Transporte interurbano bajo en carbono.,M.7.2.1. Proyectos ferroviarios interurbanos para mercancías o viajeros.
M.7. Transporte,M.7.2. Transporte interurbano bajo en carbono.,M.7.2.2. Transporte público de pasajeros o bus.
M.7. Transporte,"M.7.3. Vehículos y combustible con bajas emisiones de carbono, y gestión de la demanda.",M.7.3.1. Flotas de pasajeros o de carga o infraestructuras asociadas con cero o bajas emisiones directas.
M.7. Transporte,"M.7.3. Vehículos y combustible con bajas emisiones de carbono, y gestión de la demanda.",M.7.3.2. Operaciones de transporte que utilizan biocombustibles o combustibles sintéticos con bajas emisiones de GEI en su ciclo de vida.
M.7. Transporte,"M.7.3. Vehículos y combustible con bajas emisiones de carbono, y gestión de la demanda.",M.7.3.3. Política de gestión de la demanda de transporte o sistemas inteligentes de transporte (STI) asociados.
M.7. Transporte,"M.7.3. Vehículos y combustible con bajas emisiones de carbono, y gestión de la demanda.",M.7.3.4. Uso de gases residuales como combustible para el transporte.
M.7. Transporte,"M.7.4. Transporte acuático: modo bajo en carbono y mejora de la eficiencia. Económica Azul Sostenible: Clasifica cuando la actividad cuando reduce emisiones y contaminantes mejora la eficiencia energética, preserva los ecosistemas marinos.","M.7.4.1. Proyectos de transporte acuático de carga o pasajeros, o mejora de la eficiencia."
M.7. Transporte,"M.7.5. Aviación y transporte acuático eficiencia y energías renovables. Economía Azul Sostenible: Clasifica cuando la actividad cuando reduce emisiones y contaminantes mejora la eficiencia energética, preserva los ecosistemas marinos.",M.7.5.1. Gestión eficiente del tráfico aéreo y acuático.
M.7. Transporte,"M.7.5. Aviación y transporte acuático eficiencia y energías renovables. Economía Azul Sostenible: Clasifica cuando la actividad cuando reduce emisiones y contaminantes mejora la eficiencia energética, preserva los ecosistemas marinos.",M.7.5.2. Operaciones eficientes del sistema portuario (aéreo y acuático) o generación de energía renovable in situ.
M.8. Eficiencia energética de uso final en edificaciones o equipos,"M.8.1. Eficiencia energética, energías renovables, reducción de emisiones de CO2e y sumideros de carbono en edificios y espacios públicos.","M.8.1.1. Medidas que reduzcan el consumo neto de energía, el consumo de recursos o las emisiones de CO2e, o que aumenten los sumideros de carbono de origen vegetal en edificios de zonas nuevas, existentes o terrenos asociados."
M.8. Eficiencia energética de uso final en edificaciones o equipos,"M.8.1. Eficiencia energética, energías renovables, reducción de emisiones de CO2e y sumideros de carbono en edificios y espacios públicos.","M.8.1.2. Medidas que reduzcan el consumo neto de energía, el consumo de recursos o las emisiones de CO2e, o medidas que aumenten los sumideros de carbono de origen vegetal en edificios nuevos o modernizados y terrenos asociados, que permitan cumplir las normas de certificación."
M.8. Eficiencia energética de uso final en edificaciones o equipos,"M.8.1. Eficiencia energética, energías renovables, reducción de emisiones de CO2e y sumideros de carbono en edificios y espacios públicos.","M.8.1.3. Medidas que reduzcan el consumo neto de energía, el consumo de recursos o las emisiones de CO2e, o que aumenten los sumideros de carbono de origen vegetal en zonas o instalaciones públicas."
M.8. Eficiencia energética de uso final en edificaciones o equipos,M.8.2. Eficiencia energética del uso final en equipos.,M.8.2.1. Mejora de la eficiencia energética en instalaciones existentes o reducción de emisiones de CO2e en electrodomésticos o equipos existentes.
M.8. Eficiencia energética de uso final en edificaciones o equipos,M.8.2. Eficiencia energética del uso final en equipos.,M.8.2.2. Equipos nuevos o substitución con equipos de alta eficiencia energética.
M.9. Tecnología de la Información y las Comunicaciones (TIC) y tecnologías digitales,"M.9.1. Eficiencia energética, energías renovables y reducción de emisiones de CO2e.","M.9.1.1. Mejora de la eficiencia energética, implementación de energías renovables o reducción de emisiones de CO2e en los centros de datos existentes."
M.9. Tecnología de la Información y las Comunicaciones (TIC) y tecnologías digitales,"M.9.1. Eficiencia energética, energías renovables y reducción de emisiones de CO2e.",M.9.1.2. Centros de datos totalmente nuevos que cumplan con las mejores prácticas internacionales en materia de eficiencia energética o que se abastecen en gran medida de generación de energía renovable in situ.
M.9. Tecnología de la Información y las Comunicaciones (TIC) y tecnologías digitales,"M.9.1. Eficiencia energética, energías renovables y reducción de emisiones de CO2e.",M.9.1.3. Redes de telecomunicaciones con niveles de eficiencia energética que cumplen con las mejores prácticas internacionales.
"M.10. Investigación, desarrollo e innovación","M.10.1. Investigación, desarrollo e innovación. Economía Azul Sostenible: Clasifica cuando se trate de investigación, desarrollo o innovación que involucre recursos marinos – costeros.","M.10.1.1. Investigación o desarrollo de energías renovables, mejora de la eficiencia energética, tecnologías bajas en carbono u otras tecnologías instrumentales para lograr la descarbonización total."
M.11. Actividades intersectoriales,M.11.1. Eficiencia en el uso de la energía y los recursos.,"M.11.1.1. Una actividad que permite reducir el uso de energía o materiales a lo largo de una cadena de suministro (aguas arriba o aguas abajo) mediante mejoras en la eficiencia energética o en la eficiencia del uso de recursos en la cadena de suministro existente, mediante el cambio a una cadena de suministro menos intensiva en carbono, o mediante la implementación de sistemas de economía circular."
M.11. Actividades intersectoriales,M.11.2. Reducción de la demanda.,M.11.2.1. Una actividad orientada a la gestión de la demanda.
M.11. Actividades intersectoriales,M.11.3. Prestación electrónica de servicios.,"M.11.3.1. Digitalización de la prestación de servicios o de las operaciones internas, lo que supone una reducción sustancial de los desplazamientos o del uso de materiales y materias primas."
M.11. Actividades intersectoriales,M.11.4. Transición energética.,"M.11.4.1. Financiamiento directo, acciones políticas, programas o asistencia técnica para apoyar el cierre de plantas de combustibles fósiles u otras actividades que impliquen extracción, procesamiento o transporte de combustibles fósiles, incluido el apoyo a los trabajadores o las comunidades afectadas por dicho cierre."
M.11. Actividades intersectoriales,M.11.5. Reducción de emisiones de GEI.,"M.11.5.1. Transporte, uso o almacenamiento permanente del CO2 capturado."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.1. Acciones políticas intersectoriales nacionales, subnacionales o territoriales que tengan como objetivo conducir a acciones de mitigación del cambio climático o apoyo técnico para dichas acciones."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.2. Acciones políticas, programas o asistencia técnica para establecer estándares más estrictos de eficiencia energética o de uso de recursos o una aplicación más estricta de los estándares de eficiencia."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.",M.11.6.3. Sistemas o herramientas de transparencia para el seguimiento de las emisiones de GEI.
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.",M.11.6.4. Auditorías energéticas destinadas a identificar las posibilidades de aumentar la eficiencia energética o la generación de energía renovable in situ.
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.5. Acciones políticas, programas o asistencia técnica para establecer incentivos fiscales para aumentar las inversiones o la implementación de tecnologías y medidas bajas en carbono."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.6. Acciones políticas, programas o asistencia técnica dirigidas a los precios del carbono u otros pagos que tengan efectos equivalentes. "
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.7. Acciones políticas, programas o asistencia técnica para reducir el desarrollo urbano no planificado de baja densidad o promover la densificación, conduciendo a evitar un bloqueo a largo plazo de un entorno construido con mayores emisiones de carbono."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.","M.11.6.8. Educación, formación, desarrollo de capacidades o sensibilización centrada en la mitigación del cambio climático."
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.",M.11.6.9. Programas o sistemas que proporcionen incentivos o herramientas a las unidades o equipos dentro de las entidades para gestionar y minimizar las emisiones de GEI y contribuir con los objetivos de descarbonización de la entidad.
M.11. Actividades intersectoriales,"M.11.6. Apoyo a las políticas, asistencia técnica, desarrollo de capacidades y difusión de información.",M.11.6.10. Articulación de planes de acción climática o descarbonización a nivel de entidad.
M.11. Actividades intersectoriales,M.11.7. Apoyo a la mitigación del cambio climático.,M.11.7.1. Servicios técnicos necesarios para desarrollar o implementar proyectos de financiamiento para la mitigación del cambio climático.
M.11. Actividades intersectoriales,M.11.7. Apoyo a la mitigación del cambio climático.,"M.11.7.2. Servicios, instrumentos financieros o comercio de carbono, incluyendo el carbono azul."
